holding_id,account_id,ticker_symbol,asset_name,asset_class,quantity,cost_basis,market_value,last_updated
hld_55876eb1-78e2-4982-b7dd-58e0eedb348e,acc_b68f9cc2-86d6-4482-b82c-719c982c1e95,VNQ,Vanguard Real Estate ETF,Real Estate,490.02,402967.95,964214.46,2025-06-17 13:37:44
hld_7e5e4d98-7441-45d6-ba48-89c7f4f98918,acc_b68f9cc2-86d6-4482-b82c-719c982c1e95,AAPL,Apple Inc.,Equity,148.24,62693.66,124868.87,2025-06-17 13:37:44
hld_47debc2c-c096-444e-97ba-ba1944bb9f11,acc_b68f9cc2-86d6-4482-b82c-719c982c1e95,AMZN,"Amazon.com, Inc.",Equity,134.09,126338.26,239302.56,2025-06-17 13:37:44
hld_db5128a7-be30-485e-b408-22b97d640e9c,acc_b68f9cc2-86d6-4482-b82c-719c982c1e95,MSFT,Microsoft Corporation,Equity,80.07,76910.44,119148.71,2025-06-17 13:37:44
hld_cc690d0a-2c7b-4927-a9a8-86e88e31f35d,acc_b68f9cc2-86d6-4482-b82c-719c982c1e95,GLD,SPDR Gold Shares,Commodity,45.4,9373.74,22764.67,2025-06-17 13:37:44
hld_418513a0-84ee-4c6f-8471-2bd15425332c,acc_a51d61e7-4731-42b0-90bb-616b52613fff,GOOGL,Alphabet Inc.,Equity,385.18,326120.35,709766.15,2025-06-17 13:37:44
hld_455b7578-bc2a-4f63-a0ff-95c32fb0e920,acc_e5140403-8f55-4a19-9469-23a4f156ca81,MSFT,Microsoft Corporation,Equity,454.09,414402.53,994680.98,2025-06-17 13:37:44
hld_a67fff50-f5ad-469b-82a3-58de96d1ec5c,acc_e5140403-8f55-4a19-9469-23a4f156ca81,V,Visa Inc.,Equity,95.67,38997.96,95153.85,2025-06-17 13:37:44
hld_6e79f489-7c81-4a2e-b6a5-417f45e1b8aa,acc_e5140403-8f55-4a19-9469-23a4f156ca81,ETH-USD,Ethereum,Cryptocurrency,436.22,435727.07,608168.07,2025-06-17 13:37:44
hld_f36f5a36-3f46-4886-b77a-e8c35b8fa0df,acc_e5140403-8f55-4a19-9469-23a4f156ca81,NVDA,NVIDIA Corporation,Equity,454.74,25565.48,26264.68,2025-06-17 13:37:44
hld_eb3219da-254d-448d-b634-0b779954ce3c,acc_e5140403-8f55-4a19-9469-23a4f156ca81,BND,Vanguard Total Bond Market ETF,Fixed Income,118.86,8912.12,9323.39,2025-06-17 13:37:44
hld_aaad3d71-9017-43eb-b3fe-69e9ff930a08,acc_e5140403-8f55-4a19-9469-23a4f156ca81,JPM,JPMorgan Chase & Co.,Equity,46.89,33082.77,63860.58,2025-06-17 13:37:44
hld_4cb082ab-2a29-48c0-9476-8dcd6885366c,acc_e5140403-8f55-4a19-9469-23a4f156ca81,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,218.98,164935.74,352541.09,2025-06-17 13:37:44
hld_cb656197-a6d0-4831-8e29-e4e762b8e40e,acc_e5140403-8f55-4a19-9469-23a4f156ca81,AMZN,"Amazon.com, Inc.",Equity,342.95,89355.62,164168.05,2025-06-17 13:37:44
hld_666937dc-fabf-4345-93a1-0300d313effe,acc_3022b115-1457-44e3-b6cd-f72f144303af,BRK-B,Berkshire Hathaway Inc.,Equity,448.02,49250.84,99144.43,2025-06-17 13:37:44
hld_16e086e9-83d2-449e-a68c-b1adbc8f985c,acc_3022b115-1457-44e3-b6cd-f72f144303af,ETH-USD,Ethereum,Cryptocurrency,409.09,266366.68,622472.78,2025-06-17 13:37:44
hld_1284fa0e-143e-4026-b2a0-4c94b51f57d8,acc_3022b115-1457-44e3-b6cd-f72f144303af,NVDA,NVIDIA Corporation,Equity,145.49,119776.1,165757.91,2025-06-17 13:37:44
hld_21ea93e8-89a8-410d-b13d-57ffa2cd9ab1,acc_3022b115-1457-44e3-b6cd-f72f144303af,GLD,SPDR Gold Shares,Commodity,288.96,176857.97,164831.17,2025-06-17 13:37:44
hld_7e96c85d-7b0a-483e-9ed6-ce1469923303,acc_3022b115-1457-44e3-b6cd-f72f144303af,V,Visa Inc.,Equity,278.59,160523.56,274183.24,2025-06-17 13:37:44
hld_f9ee79a7-ce71-4ee2-aff6-974d8e17a0a5,acc_3022b115-1457-44e3-b6cd-f72f144303af,BTC-USD,Bitcoin,Cryptocurrency,91.05,43955.3,80079.33,2025-06-17 13:37:44
hld_1ee21129-4d69-4e3d-8e1c-556f115f61fd,acc_3022b115-1457-44e3-b6cd-f72f144303af,JPM,JPMorgan Chase & Co.,Equity,96.84,12908.77,25404.96,2025-06-17 13:37:44
hld_1d973fbb-2497-4dad-9a3d-c5589dd29532,acc_3022b115-1457-44e3-b6cd-f72f144303af,AAPL,Apple Inc.,Equity,107.91,66982.97,83871.12,2025-06-17 13:37:44
hld_111790bb-8924-4fba-8a0c-85899dd22a23,acc_3022b115-1457-44e3-b6cd-f72f144303af,VNQ,Vanguard Real Estate ETF,Real Estate,110.55,30727.37,60645.43,2025-06-17 13:37:44
hld_29e5c4d4-bba4-4164-ab13-914d8306795d,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,VNQ,Vanguard Real Estate ETF,Real Estate,412.68,358445.59,442002.61,2025-06-17 13:37:44
hld_c5733ff1-b140-42b4-adca-35e3e4fd2f82,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,BRK-B,Berkshire Hathaway Inc.,Equity,461.36,285115.87,706427.25,2025-06-17 13:37:44
hld_134c72fb-e677-49d5-b4dc-e1f3ae4105eb,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,V,Visa Inc.,Equity,399.04,229455.98,496321.09,2025-06-17 13:37:44
hld_a5266abc-c1cd-4087-b785-314061cbd660,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,GOOGL,Alphabet Inc.,Equity,100.79,80757.99,126408.53,2025-06-17 13:37:44
hld_6d6cf92e-9cba-4487-b6db-66009a4592f5,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,TSLA,"Tesla, Inc.",Equity,246.42,172287.01,385885.19,2025-06-17 13:37:44
hld_caf1e7da-58ca-43a9-8f28-2413d648a2af,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,BND,Vanguard Total Bond Market ETF,Fixed Income,463.78,29937.0,31534.41,2025-06-17 13:37:44
hld_08e90b77-7e59-470f-933e-5abc35006625,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,JPM,JPMorgan Chase & Co.,Equity,299.35,278802.62,252078.4,2025-06-17 13:37:44
hld_0db24fed-eb7f-486e-aa9b-b648095976f3,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,BTC-USD,Bitcoin,Cryptocurrency,134.58,71688.07,90740.21,2025-06-17 13:37:44
hld_0c587114-7a0c-4608-bb71-312bc4507a4b,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,211.96,131913.31,231073.3,2025-06-17 13:37:44
hld_c91e0771-7390-4465-a849-007fc11c7574,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,GLD,SPDR Gold Shares,Commodity,340.15,282463.96,344750.16,2025-06-17 13:37:44
hld_36230117-7258-47f4-815c-a654bb0a7202,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,AMZN,"Amazon.com, Inc.",Equity,223.87,135338.37,142558.08,2025-06-17 13:37:44
hld_c14c9c2f-890d-43b6-a68f-a6129accb8e9,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,NVDA,NVIDIA Corporation,Equity,496.5,465369.45,889629.01,2025-06-17 13:37:44
hld_012c2c2f-142a-49e9-a8d3-e6d8e1b500ab,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,AAPL,Apple Inc.,Equity,454.92,393705.96,418886.53,2025-06-17 13:37:44
hld_3b20af05-7b6f-4aba-b1e6-52be2a07c942,acc_fb83d028-f57f-45e6-8269-ee3dd3b74922,MSFT,Microsoft Corporation,Equity,200.12,195187.04,454029.52,2025-06-17 13:37:44
hld_3ba6db69-4e8f-4628-8c47-f0661a844778,acc_d5569167-eb9e-4e26-a6e2-4a813e45690b,JPM,JPMorgan Chase & Co.,Equity,156.22,45642.8,80703.2,2025-06-17 13:37:44
hld_5578a389-30ce-4b60-8ca8-ca3144d233ad,acc_d5569167-eb9e-4e26-a6e2-4a813e45690b,GLD,SPDR Gold Shares,Commodity,357.72,313058.66,311129.63,2025-06-17 13:37:44
hld_3fca8016-f2b7-4501-9310-f235686783a3,acc_d5569167-eb9e-4e26-a6e2-4a813e45690b,AMZN,"Amazon.com, Inc.",Equity,433.43,241281.81,572292.3,2025-06-17 13:37:44
hld_98aecb26-ffd0-4a16-acdc-f988f347f17f,acc_d5569167-eb9e-4e26-a6e2-4a813e45690b,BND,Vanguard Total Bond Market ETF,Fixed Income,417.62,193178.48,252897.23,2025-06-17 13:37:44
hld_2ea6c138-c194-47dc-b433-0e2ddc6c0283,acc_d5569167-eb9e-4e26-a6e2-4a813e45690b,VNQ,Vanguard Real Estate ETF,Real Estate,185.12,91673.28,184460.27,2025-06-17 13:37:44
hld_6f67da57-a348-4e16-80cd-51afc1f6ea6b,acc_d5569167-eb9e-4e26-a6e2-4a813e45690b,MSFT,Microsoft Corporation,Equity,379.06,242151.11,468995.28,2025-06-17 13:37:44
hld_5c519217-f90c-4e7f-880f-58e288aa0e90,acc_448a1334-4f26-4f6b-b7e9-effa1a7ceefd,AAPL,Apple Inc.,Equity,361.17,67473.78,145838.01,2025-06-17 13:37:44
hld_6c7e1d95-baef-497c-a733-e71f379b5b08,acc_448a1334-4f26-4f6b-b7e9-effa1a7ceefd,JPM,JPMorgan Chase & Co.,Equity,200.21,192922.36,223113.94,2025-06-17 13:37:44
hld_b97d24b7-917c-454c-8a32-976032764445,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,NVDA,NVIDIA Corporation,Equity,93.28,76602.47,151390.07,2025-06-17 13:37:44
hld_92798230-436b-4f51-bc2e-31114af29a79,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,215.53,94046.52,82677.22,2025-06-17 13:37:44
hld_40bf52d1-dd12-4fc7-ab22-43630d77ab09,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,ETH-USD,Ethereum,Cryptocurrency,285.31,156963.3,201352.86,2025-06-17 13:37:44
hld_83c14acc-8a81-4e09-805c-6c09ca4adc1f,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,AMZN,"Amazon.com, Inc.",Equity,373.41,257197.34,617833.98,2025-06-17 13:37:44
hld_3eb05878-a389-4770-8fea-b242853443fb,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,JPM,JPMorgan Chase & Co.,Equity,413.24,184672.82,156607.42,2025-06-17 13:37:44
hld_3cd2626b-d449-47a5-ac66-02511bebfc09,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,AAPL,Apple Inc.,Equity,388.83,143077.78,121376.59,2025-06-17 13:37:44
hld_63ed4600-acdd-4560-8096-1bb2ce7a9a99,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,BRK-B,Berkshire Hathaway Inc.,Equity,378.53,218945.54,422346.57,2025-06-17 13:37:44
hld_c4a0feda-d72d-489f-8785-02f7f161f2c9,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,VNQ,Vanguard Real Estate ETF,Real Estate,496.5,368651.25,886166.99,2025-06-17 13:37:44
hld_7126e824-258a-4add-b072-c2d76d712b01,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,GLD,SPDR Gold Shares,Commodity,13.68,8762.86,8662.43,2025-06-17 13:37:44
hld_3c6d74ea-7e0a-4090-b154-9cdd056aa4e9,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,MSFT,Microsoft Corporation,Equity,354.79,37025.88,40179.28,2025-06-17 13:37:44
hld_a321d72a-2762-48e4-b8f0-3f15dcbaffa2,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,BND,Vanguard Total Bond Market ETF,Fixed Income,44.18,17866.83,17020.07,2025-06-17 13:37:44
hld_269d255c-3f0f-4e54-836a-9f3caf5e6c4d,acc_796ca0ab-9f7b-4051-91d6-8db608f61d36,TSLA,"Tesla, Inc.",Equity,163.73,82010.72,201170.67,2025-06-17 13:37:44
hld_894f1bb1-3ee2-48aa-aeae-5c196c4a3b0d,acc_51fb0484-e96b-4f99-ad47-cf49dd45bd7a,TSLA,"Tesla, Inc.",Equity,18.46,14298.38,22772.19,2025-06-17 13:37:44
hld_3b3f1a0f-4d23-4951-967b-b8ab3d8c614b,acc_51fb0484-e96b-4f99-ad47-cf49dd45bd7a,AMZN,"Amazon.com, Inc.",Equity,367.58,160518.51,129834.92,2025-06-17 13:37:44
hld_c8d057d7-f943-4c53-a1e2-e5f5a13f4b71,acc_51fb0484-e96b-4f99-ad47-cf49dd45bd7a,BND,Vanguard Total Bond Market ETF,Fixed Income,488.36,366416.51,888237.36,2025-06-17 13:37:44
hld_253f543c-2100-41fd-97ad-2449f009550e,acc_51fb0484-e96b-4f99-ad47-cf49dd45bd7a,ETH-USD,Ethereum,Cryptocurrency,78.02,47869.95,99921.2,2025-06-17 13:37:44
hld_fed0fd71-45ce-4da5-ac41-654eaaf100db,acc_51fb0484-e96b-4f99-ad47-cf49dd45bd7a,GLD,SPDR Gold Shares,Commodity,424.88,234482.77,333069.4,2025-06-17 13:37:44
hld_1b1a3e4f-d387-4912-b8e6-e7f5563f981c,acc_51fb0484-e96b-4f99-ad47-cf49dd45bd7a,NVDA,NVIDIA Corporation,Equity,353.43,308325.26,401113.59,2025-06-17 13:37:44
hld_f83175a6-c01c-44e1-a10b-5c48ccb89bdd,acc_51fb0484-e96b-4f99-ad47-cf49dd45bd7a,GOOGL,Alphabet Inc.,Equity,432.25,365519.24,305801.32,2025-06-17 13:37:44
hld_b96193c5-06e7-45d4-a14f-d8bc5766424e,acc_2b9606bb-1fdb-454a-8a8b-4940c8b69de5,V,Visa Inc.,Equity,175.71,103175.15,118475.0,2025-06-17 13:37:44
hld_07ca2462-ca6c-43fc-a1e0-0f27ecbf9a25,acc_2b9606bb-1fdb-454a-8a8b-4940c8b69de5,BRK-B,Berkshire Hathaway Inc.,Equity,72.39,43735.14,62486.14,2025-06-17 13:37:44
hld_6b24e5e7-24af-4f9a-9b85-4abaee5994cc,acc_1dbed573-c962-41d5-b284-2dbab2ee8dd8,AMZN,"Amazon.com, Inc.",Equity,412.9,167385.53,185973.47,2025-06-17 13:37:44
hld_c82f43a7-daa6-4397-9a13-b0c9cdfec2e3,acc_1dbed573-c962-41d5-b284-2dbab2ee8dd8,JPM,JPMorgan Chase & Co.,Equity,382.68,303235.63,699925.8,2025-06-17 13:37:44
hld_8c45082f-2ff1-48f1-8d23-30e788913e4f,acc_1dbed573-c962-41d5-b284-2dbab2ee8dd8,TSLA,"Tesla, Inc.",Equity,427.8,113786.24,260078.96,2025-06-17 13:37:44
hld_2c5f4f28-8a32-43f0-ae87-74d25bbc5305,acc_1dbed573-c962-41d5-b284-2dbab2ee8dd8,BND,Vanguard Total Bond Market ETF,Fixed Income,443.4,133272.74,201958.24,2025-06-17 13:37:44
hld_5f8ed32d-ab10-4da8-a71d-04c97d651d6e,acc_7fe72aa5-72b5-48d0-b240-fb6f9ac36356,JPM,JPMorgan Chase & Co.,Equity,356.2,352417.16,559649.32,2025-06-17 13:37:44
hld_8cd035ce-bc79-4677-92bb-c7e475310815,acc_7fe72aa5-72b5-48d0-b240-fb6f9ac36356,ETH-USD,Ethereum,Cryptocurrency,393.93,211426.17,186349.99,2025-06-17 13:37:44
hld_f949b7e3-3193-4766-8eee-697846107209,acc_7fe72aa5-72b5-48d0-b240-fb6f9ac36356,AMZN,"Amazon.com, Inc.",Equity,137.64,84074.64,167335.03,2025-06-17 13:37:44
hld_39fe350f-84d8-42fc-b612-99a904fb5c71,acc_7fe72aa5-72b5-48d0-b240-fb6f9ac36356,VNQ,Vanguard Real Estate ETF,Real Estate,490.04,434263.65,509507.17,2025-06-17 13:37:44
hld_b087a29b-c70a-4779-8014-d45d2b3413fd,acc_7fe72aa5-72b5-48d0-b240-fb6f9ac36356,V,Visa Inc.,Equity,62.18,22065.82,31485.28,2025-06-17 13:37:44
hld_53373e57-59db-490b-8275-9bccef1a10fa,acc_7fe72aa5-72b5-48d0-b240-fb6f9ac36356,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,444.79,338111.57,797208.71,2025-06-17 13:37:44
hld_c8d49823-2f91-49bb-9285-7b54b6d2f091,acc_7fe72aa5-72b5-48d0-b240-fb6f9ac36356,BTC-USD,Bitcoin,Cryptocurrency,205.01,151039.07,221711.97,2025-06-17 13:37:44
hld_08786c95-23ef-45d6-836e-86b812a131a7,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,197.19,110941.07,248069.11,2025-06-17 13:37:44
hld_264b5d27-5678-400c-bab5-cfdf71eaf532,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,BTC-USD,Bitcoin,Cryptocurrency,21.09,16916.5,28109.9,2025-06-17 13:37:44
hld_f5c8ea56-03a5-4372-b5ea-fdbd7a81dab8,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,BND,Vanguard Total Bond Market ETF,Fixed Income,124.35,44110.68,95129.55,2025-06-17 13:37:44
hld_7beeea59-c8a7-4ee8-8037-c2db0941cba1,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,TSLA,"Tesla, Inc.",Equity,76.11,75308.56,188014.95,2025-06-17 13:37:44
hld_9603fbbd-9e9c-43b1-8299-1278bb9d8161,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,JPM,JPMorgan Chase & Co.,Equity,476.48,281437.68,231035.49,2025-06-17 13:37:44
hld_6c92224d-a9fc-46d2-a7a7-8ebccc37e7dc,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,MSFT,Microsoft Corporation,Equity,497.0,357258.51,656637.87,2025-06-17 13:37:44
hld_ae5d2870-9779-48de-ae55-36691892788f,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,AMZN,"Amazon.com, Inc.",Equity,390.32,193731.43,189690.86,2025-06-17 13:37:44
hld_4b2d6914-7e81-4edc-841c-6be373614a93,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,VNQ,Vanguard Real Estate ETF,Real Estate,334.06,309977.61,450363.95,2025-06-17 13:37:44
hld_589d3ade-eebf-4bd1-92ce-824fd93d0731,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,NVDA,NVIDIA Corporation,Equity,44.4,22029.06,37368.71,2025-06-17 13:37:44
hld_a6596595-efa6-45f2-b528-5e04fe2c808a,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,AAPL,Apple Inc.,Equity,68.81,18072.26,15560.28,2025-06-17 13:37:44
hld_041de8c9-7bec-4b9c-b998-e29ea2e1e3d0,acc_9e7b1c2e-9e07-43de-8d5d-a74357ab3466,ETH-USD,Ethereum,Cryptocurrency,247.0,119572.7,188836.88,2025-06-17 13:37:44
hld_c36ecef2-d396-4a6f-8cb1-11980caab2ef,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,270.78,254045.8,354590.83,2025-06-17 13:37:44
hld_df74822e-d6e0-474b-b97e-82a94cf21ff9,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,AMZN,"Amazon.com, Inc.",Equity,38.46,21711.82,37216.12,2025-06-17 13:37:44
hld_e5259519-ea1e-45e5-a801-189abbcbcdf1,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,AAPL,Apple Inc.,Equity,32.0,12013.12,10062.17,2025-06-17 13:37:44
hld_49058be0-01a8-4879-ba5c-1576fc47f7d2,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,TSLA,"Tesla, Inc.",Equity,131.92,90228.0,128870.3,2025-06-17 13:37:44
hld_7e319f7a-c981-4ec2-8f77-33eddee11e98,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,ETH-USD,Ethereum,Cryptocurrency,378.2,122899.87,272554.42,2025-06-17 13:37:44
hld_2bc3eafb-e47f-43fa-8357-541d23164cc1,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,BRK-B,Berkshire Hathaway Inc.,Equity,467.57,383832.89,317441.39,2025-06-17 13:37:44
hld_a0b0973f-2e23-4b93-8d21-e92e5337d997,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,NVDA,NVIDIA Corporation,Equity,295.72,252876.09,558717.35,2025-06-17 13:37:44
hld_9c892dd3-fcb7-498d-9863-2ec9ea815ef0,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,JPM,JPMorgan Chase & Co.,Equity,136.93,104169.5,197932.65,2025-06-17 13:37:44
hld_e273db0f-c000-4f3b-96e7-bb039f73d7e2,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,MSFT,Microsoft Corporation,Equity,344.72,315897.96,447154.3,2025-06-17 13:37:44
hld_686cad7b-c8e7-458d-9522-51b511356e85,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,BND,Vanguard Total Bond Market ETF,Fixed Income,476.39,369397.57,360001.49,2025-06-17 13:37:44
hld_aa09d401-191a-4a13-b5f7-7ef2182ec5f8,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,VNQ,Vanguard Real Estate ETF,Real Estate,189.67,128186.57,146446.66,2025-06-17 13:37:44
hld_def900dc-3cf9-4470-8bf5-9301da614eaa,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,BTC-USD,Bitcoin,Cryptocurrency,321.91,263322.38,589272.11,2025-06-17 13:37:44
hld_8172d116-3bc6-4db5-ae19-cf09d4657e12,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,GLD,SPDR Gold Shares,Commodity,150.89,51165.29,122174.66,2025-06-17 13:37:44
hld_b9ba230d-28e1-4bec-bd35-b437b5dd6aca,acc_b48394f0-1cad-4c57-b281-cbf36333d7a4,GOOGL,Alphabet Inc.,Equity,116.36,96193.65,173287.81,2025-06-17 13:37:44
hld_d7e37f73-bf4a-49f3-8e15-7c900c0e8996,acc_38723717-86b0-4a01-b8b2-2edaeca7bc51,BRK-B,Berkshire Hathaway Inc.,Equity,180.85,98505.38,198568.6,2025-06-17 13:37:44
hld_64f8f3a7-d5da-4a10-9160-8917b61afb03,acc_38723717-86b0-4a01-b8b2-2edaeca7bc51,V,Visa Inc.,Equity,283.37,251159.33,257209.8,2025-06-17 13:37:44
hld_1d1ea478-109f-45a8-aed7-c064d92e9b6a,acc_38723717-86b0-4a01-b8b2-2edaeca7bc51,BTC-USD,Bitcoin,Cryptocurrency,191.21,113377.97,213305.26,2025-06-17 13:37:44
hld_3c3551f5-e15e-4c6a-9b8f-5f7acb171e89,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,VNQ,Vanguard Real Estate ETF,Real Estate,60.38,11092.41,25058.02,2025-06-17 13:37:44
hld_6b256faf-4ef1-4b2c-b12d-4a2ab56f1deb,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,211.74,65302.73,109104.72,2025-06-17 13:37:44
hld_61631c97-0672-4ed2-b89a-35d2b89120fc,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,GLD,SPDR Gold Shares,Commodity,452.64,411553.87,952365.33,2025-06-17 13:37:44
hld_356eb3a1-b2c6-4300-bcaf-4cb3644d81e6,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,BND,Vanguard Total Bond Market ETF,Fixed Income,233.23,83897.5,79000.4,2025-06-17 13:37:44
hld_a38cd740-e946-48dc-94e0-30829bdddaf1,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,GOOGL,Alphabet Inc.,Equity,493.92,367190.01,618283.93,2025-06-17 13:37:44
hld_6d393ee8-ac42-4bc0-a672-99e794e4fedb,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,NVDA,NVIDIA Corporation,Equity,255.6,250896.96,212927.69,2025-06-17 13:37:44
hld_fc9b5c87-9dae-4abf-aad3-37911aa2c14d,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,V,Visa Inc.,Equity,24.33,5133.39,7663.55,2025-06-17 13:37:44
hld_00f1e2eb-f590-44b2-86d6-b7d82b742152,acc_972e94fd-2e0c-43dd-8dce-4413ee8698c4,AMZN,"Amazon.com, Inc.",Equity,140.53,101656.59,98828.33,2025-06-17 13:37:44
hld_1661832f-dc01-4893-82ac-046ee02f3218,acc_cfb71f2b-c85d-4a92-b5eb-7f698fb52026,BRK-B,Berkshire Hathaway Inc.,Equity,38.64,8155.36,15994.14,2025-06-17 13:37:44
hld_a484915d-7695-49b0-80c1-c657468c239a,acc_cfb71f2b-c85d-4a92-b5eb-7f698fb52026,BTC-USD,Bitcoin,Cryptocurrency,231.29,50573.87,84817.21,2025-06-17 13:37:44
hld_9ce9c8f5-ee67-447f-ae52-02cd00f91730,acc_cfb71f2b-c85d-4a92-b5eb-7f698fb52026,GLD,SPDR Gold Shares,Commodity,490.57,238681.93,536206.12,2025-06-17 13:37:44
hld_9461667d-82d2-41ae-a1b1-8124e45625a1,acc_cfb71f2b-c85d-4a92-b5eb-7f698fb52026,ETH-USD,Ethereum,Cryptocurrency,397.53,89949.11,149467.68,2025-06-17 13:37:44
hld_537e543e-8786-4d00-b605-4729d665e4fc,acc_cfb71f2b-c85d-4a92-b5eb-7f698fb52026,JPM,JPMorgan Chase & Co.,Equity,187.87,50719.26,73294.06,2025-06-17 13:37:44
hld_f2ca57ef-1cc9-4050-95a9-993c76ac6726,acc_943730e7-0bee-44d0-a80e-cd276a201528,VNQ,Vanguard Real Estate ETF,Real Estate,342.83,121553.8,192239.01,2025-06-17 13:37:44
hld_76ed173c-eb8d-4292-bc5b-6f3f9678c040,acc_a0238122-bfff-4e04-8065-b4f36b8b26e9,ETH-USD,Ethereum,Cryptocurrency,20.6,17077.4,21826.02,2025-06-17 13:37:44
hld_cfe46ebd-7a4b-4083-9860-6330e3247502,acc_a0238122-bfff-4e04-8065-b4f36b8b26e9,AAPL,Apple Inc.,Equity,61.26,42773.57,71879.66,2025-06-17 13:37:44
hld_753bd711-2f45-402c-b224-cd3f9ee23aba,acc_a0238122-bfff-4e04-8065-b4f36b8b26e9,AMZN,"Amazon.com, Inc.",Equity,83.86,22097.95,54253.16,2025-06-17 13:37:44
hld_0ae6e733-4ede-451d-bdf5-f995189925ae,acc_a0238122-bfff-4e04-8065-b4f36b8b26e9,JPM,JPMorgan Chase & Co.,Equity,463.84,392557.07,884938.49,2025-06-17 13:37:44
hld_e212ff3a-8c1e-4b97-89f0-26fc43af635c,acc_a0238122-bfff-4e04-8065-b4f36b8b26e9,NVDA,NVIDIA Corporation,Equity,39.87,33539.84,41218.2,2025-06-17 13:37:44
hld_ff6a67ff-1431-4f91-b527-e8399c220266,acc_a0238122-bfff-4e04-8065-b4f36b8b26e9,TSLA,"Tesla, Inc.",Equity,361.28,231616.61,348864.04,2025-06-17 13:37:44
hld_c86398bc-3342-4ecf-996c-509075662917,acc_a0238122-bfff-4e04-8065-b4f36b8b26e9,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,421.43,158600.97,341447.68,2025-06-17 13:37:44
hld_83835e0b-7bee-4d7d-8acf-aef1d96dbbdc,acc_9634f371-39d6-4f59-91cb-5cb0c3d8f27f,JPM,JPMorgan Chase & Co.,Equity,38.13,20056.0,43493.96,2025-06-17 13:37:44
