transaction_id,account_id,ticker_symbol,transaction_type,trade_date,settlement_date,quantity,price,net_amount
txn_11628132-5a1c-42c8-9e79-958197ffd7cc,acc_1a01c1df-329a-46ad-8ca6-864d08c9f9da,VNQ,Buy,2025-03-18,2025-03-20,53.71,651.22,34977.03
txn_4d3f07ff-9564-4c3c-9550-48edb3017e8e,acc_1a01c1df-329a-46ad-8ca6-864d08c9f9da,V,Sell,2025-04-01,2025-04-03,6.97,118.5,-825.94
txn_16421158-df80-46f2-9de3-39c359de30a5,acc_1a01c1df-329a-46ad-8ca6-864d08c9f9da,JPM,Sell,2025-02-20,2025-02-22,2.51,1657.45,-4160.2
txn_599faf6b-fb79-465d-af97-e3d2ab9c345b,acc_1a01c1df-329a-46ad-8ca6-864d08c9f9da,,Withdrawal,2025-04-02,2025-04-04,0.0,0.0,-8578.12
txn_2a412acc-e859-4283-8884-6b1d9f168413,acc_1a01c1df-329a-46ad-8ca6-864d08c9f9da,BND,Buy,2025-04-15,2025-04-17,19.89,605.96,12052.54
txn_84708530-5320-4b2e-8dbe-b3ddfb926d35,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2025-03-15,2025-03-17,0.0,0.0,-7653.79
txn_58d672e0-3ce4-42df-a6bb-ab872f14d90a,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2025-01-07,2025-01-09,0.0,0.0,5078.42
txn_13f7e1c5-82aa-4a52-a966-5834220a80f8,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BRK-B,Buy,2025-02-25,2025-02-27,6.15,1068.96,6574.1
txn_aafdb65e-b333-4ee6-b395-a04c707f3cb4,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BND,Buy,2025-03-19,2025-03-21,33.77,1643.61,55504.71
txn_7246b648-8222-49a3-bd23-c7c89cbdd69a,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,VNQ,Buy,2024-12-09,2024-12-11,1.95,1462.81,2852.48
txn_c6b938af-83ed-4b35-8f40-8ab8168158c7,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,VNQ,Dividend,2024-11-30,2024-12-02,0.0,0.0,237.62
txn_208d7872-d642-499b-ad76-9fb7286d5d07,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2024-07-31,2024-08-02,0.0,0.0,-4397.47
txn_58485f77-1b57-4f71-8c1f-67a0a5d0d8b5,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BND,Dividend,2024-09-20,2024-09-22,0.0,0.0,320.98
txn_f786f1ac-49d5-4248-a153-b45298d3a635,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2024-11-13,2024-11-15,0.0,0.0,3885.2
txn_b6e54c17-49a4-4115-bc26-d1ad45ec6059,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2024-07-14,2024-07-16,0.0,0.0,-7573.08
txn_ec213875-1d86-4da2-96a0-6f5774d0fd9b,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2024-08-10,2024-08-12,0.0,0.0,-1308.97
txn_c56ebb15-a3ce-468e-b562-f4b45469d500,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2024-07-22,2024-07-24,0.0,0.0,-9504.15
txn_8343b02a-b5bf-44c7-ad64-216d78e4f0b2,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BND,Dividend,2024-05-17,2024-05-19,0.0,0.0,38.86
txn_42ea714e-2133-4ca5-9367-6a66b7a514dd,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2024-05-31,2024-06-02,0.0,0.0,-9865.14
txn_9b7b4f77-84a1-4bae-a203-934e098c8589,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2024-11-24,2024-11-26,0.0,0.0,8379.83
txn_1ec57e92-88bd-4e1b-805a-7aecf9c2e45c,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2025-05-04,2025-05-06,0.0,0.0,-7458.26
txn_19ca1478-cb1d-4b80-955e-ed46ee7c217a,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2024-07-23,2024-07-25,0.0,0.0,-6175.75
txn_4ed155b6-4e2b-4768-95ad-59400d9a1b89,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,AAPL,Buy,2025-04-29,2025-05-01,27.79,930.54,25859.71
txn_cd6ac398-6876-4c06-bb7c-5e3b0b6511da,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2024-12-22,2024-12-24,0.0,0.0,2867.71
txn_2f2ef872-723f-4d7f-9901-1f1382cf911f,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,AAPL,Buy,2025-04-14,2025-04-16,19.18,889.7,17064.45
txn_632b268a-c0b6-43a6-83ca-f2e208240147,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,AMZN,Dividend,2025-01-16,2025-01-18,0.0,0.0,27.53
txn_c1228483-922d-44df-8a04-189f9df21e1c,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,AAPL,Sell,2024-12-20,2024-12-22,17.05,980.03,-16709.51
txn_2df5fe14-48f0-45a6-8be5-92b5ba757f03,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2024-09-20,2024-09-22,0.0,0.0,9641.84
txn_037de82e-fe50-48c2-b113-39c948ee96e0,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BND,Dividend,2024-10-02,2024-10-04,0.0,0.0,272.31
txn_feac2495-5039-4555-8fe6-fa559c44f424,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BRK-B,Dividend,2025-01-05,2025-01-07,0.0,0.0,124.93
txn_72cf48f5-00e0-4571-92af-28265a0a1e8d,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2025-01-09,2025-01-11,0.0,0.0,938.73
txn_b413c4be-914d-4c6e-bace-e99e692c8e21,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BND,Buy,2025-02-08,2025-02-10,23.18,1677.63,38887.46
txn_ff8930a0-a037-40c7-8249-3d816dacbcb5,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2024-05-15,2024-05-17,0.0,0.0,4219.75
txn_5366e093-57fd-44f9-96a9-bce754e845d8,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,AAPL,Buy,2024-12-13,2024-12-15,22.83,1005.79,22962.19
txn_356e4591-ce43-48be-b400-e7ef848532f5,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,AMZN,Buy,2024-09-04,2024-09-06,2.14,635.57,1360.12
txn_80ce54a0-1fd8-4e57-be27-b60b7ab1ab69,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BND,Sell,2025-06-04,2025-06-06,22.61,1641.02,-37103.46
txn_656e5923-60f9-431a-8ea5-a30f5f0991db,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2024-06-08,2024-06-10,0.0,0.0,1607.99
txn_530a361c-e8fa-4aaf-8500-3437a06a2b29,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,AAPL,Sell,2024-09-20,2024-09-22,5.06,1000.09,-5060.46
txn_eeb012a6-2b9b-4789-8abe-b435f4a2fa0e,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Withdrawal,2024-08-15,2024-08-17,0.0,0.0,-1510.87
txn_d5471a9f-ca00-4734-89ca-018f73c7a81c,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BRK-B,Sell,2024-10-22,2024-10-24,15.63,1043.08,-16303.34
txn_0478796b-2f17-429a-999f-b4eab2fd8f3e,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BND,Buy,2025-04-27,2025-04-29,33.49,1469.42,49210.88
txn_55340286-ca44-4971-b12f-efe1e1a2ecde,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BRK-B,Sell,2024-06-30,2024-07-02,2.0,1097.55,-2195.1
txn_690020dd-31cd-4a9b-9018-ded572d83fd9,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,BRK-B,Sell,2024-07-31,2024-08-02,22.1,1100.73,-24326.13
txn_15a3689a-dcf7-42e6-ae81-31eecacffd37,acc_5cdf9a09-48ee-4966-9712-c2a8a1db123a,,Deposit,2025-02-02,2025-02-04,0.0,0.0,571.1
txn_c8787597-faa4-4eaf-b19b-4027319751d4,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2024-10-11,2024-10-13,0.0,0.0,7077.15
txn_a8fa30b3-8994-4094-aa81-5e461aa0aa2c,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,AMZN,Buy,2024-11-21,2024-11-23,27.81,981.9,27306.64
txn_6cdbbce0-72de-4cd9-acc5-c9b9c94d6fee,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,V,Dividend,2024-12-16,2024-12-18,0.0,0.0,124.66
txn_585cab9b-00bf-4f76-a507-73099d99fccc,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,GLD,Buy,2025-03-25,2025-03-27,67.73,2110.54,142946.87
txn_0a08df7b-21ad-4fc2-9500-1a8c18c8c4e9,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2025-05-07,2025-05-09,0.0,0.0,9761.4
txn_235c9de7-7c99-4deb-a51b-7ae1dfbc8557,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,MSFT,Dividend,2024-12-21,2024-12-23,0.0,0.0,11.77
txn_c2d9d24c-157e-46eb-800c-a6ee9bb0609e,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Withdrawal,2024-11-07,2024-11-09,0.0,0.0,-7693.92
txn_ae92b4ed-16bc-4e41-b867-411f6d6df4f1,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Withdrawal,2025-06-04,2025-06-06,0.0,0.0,-3991.7
txn_bf58ec39-dc51-4acd-964f-fef6c803dcd1,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2024-12-18,2024-12-20,0.0,0.0,5118.96
txn_d3c3c79a-f822-471d-8715-fe9fcf341383,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,JPM,Dividend,2025-02-27,2025-03-01,0.0,0.0,782.02
txn_530d5a4a-ca9f-4ff3-864d-6e3894c46bba,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2024-10-18,2024-10-20,0.0,0.0,9212.75
txn_fe81ab18-2b5c-45c9-8180-5ae966828dd6,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,ETH-USD,Dividend,2025-01-20,2025-01-22,0.0,0.0,41.44
txn_03e534c2-89c1-4c62-b621-98dfc285c9ae,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,JPM,Buy,2024-10-21,2024-10-23,93.56,777.8,72770.97
txn_65b04166-df7e-4122-9702-e5ddc014a9e9,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2024-10-21,2024-10-23,0.0,0.0,887.32
txn_27ed3586-cb4b-4aa8-a9ac-cb835e930e49,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2025-03-03,2025-03-05,0.0,0.0,6664.58
txn_de2d5c0c-4286-4418-a76d-28beec161180,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,AMZN,Sell,2025-01-16,2025-01-18,15.61,952.55,-14869.31
txn_e0718796-583a-43fa-a154-64fd564f953d,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2025-01-16,2025-01-18,0.0,0.0,8670.55
txn_a2a22940-2044-4178-975e-2087797693ac,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,ETH-USD,Buy,2025-04-09,2025-04-11,1.18,2061.2,2432.22
txn_f85fb6ad-f6d4-4973-a4d9-00dd10ca4c49,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2025-06-03,2025-06-05,0.0,0.0,3245.09
txn_054d8978-65e3-4e19-86c0-2ee49fda6dcb,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,NVDA,Dividend,2024-12-15,2024-12-17,0.0,0.0,249.98
txn_c2cbbcdb-83f9-42ee-b9be-4c67a7794c28,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,JPM,Buy,2024-10-07,2024-10-09,19.56,884.58,17302.38
txn_31431a6a-25bb-4887-a6e5-e83be72fbbd9,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,GOOGL,Sell,2025-01-30,2025-02-01,13.76,224.65,-3091.18
txn_de2edf44-1b37-4f79-a996-7cee6e2cfb69,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,V,Buy,2024-10-23,2024-10-25,38.86,1413.27,54919.67
txn_a6a35eb7-a1cd-4f6c-bf10-6afe6605bba9,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Deposit,2024-12-11,2024-12-13,0.0,0.0,2498.41
txn_402e0b2a-78b7-4103-a6eb-38b03fc52801,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,V,Sell,2024-12-19,2024-12-21,36.87,1222.13,-45059.93
txn_360b7e09-ac64-43b8-87c8-a6b997f5253c,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,,Withdrawal,2025-03-31,2025-04-02,0.0,0.0,-3583.24
txn_5f4bbc34-5edf-4d5a-ae95-761dce45f6e7,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,MSFT,Dividend,2025-03-24,2025-03-26,0.0,0.0,125.28
txn_80596c4e-54e7-4a8e-a36d-d5ca3fb2773f,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,ETH-USD,Buy,2024-11-28,2024-11-30,4.8,2359.22,11324.26
txn_01f8244e-7229-40df-be51-f4d504eece3e,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,ETH-USD,Buy,2025-05-25,2025-05-27,3.3,2242.84,7401.37
txn_dd51463a-13e4-48cf-b894-0c1fe0afcd59,acc_0caa47bd-fc7c-4406-ac16-ef7e3f612d7b,AMZN,Buy,2024-08-18,2024-08-20,2.73,1021.43,2788.5
txn_1b3bf507-40ee-404c-b94b-3e75b495f254,acc_951896d0-111d-429a-bd78-ea331700297f,GOOGL,Dividend,2024-11-19,2024-11-21,0.0,0.0,403.24
txn_aa812a2b-389d-4530-957c-7615e6852a8b,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2023-10-25,2023-10-27,0.0,0.0,-3051.94
txn_2ad031f2-33c6-4108-a9b5-3014138e9d98,acc_951896d0-111d-429a-bd78-ea331700297f,JPM,Sell,2024-08-13,2024-08-15,96.85,321.81,-31167.3
txn_6883ccde-bb16-483b-bddf-8d5395da810b,acc_951896d0-111d-429a-bd78-ea331700297f,JPM,Buy,2024-06-15,2024-06-17,72.21,357.06,25783.3
txn_1f621102-a35b-4ceb-929b-19f31c6327af,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2025-04-15,2025-04-17,0.0,0.0,-8572.25
txn_4ff0331c-2583-4451-94e8-3488a76f7f5f,acc_951896d0-111d-429a-bd78-ea331700297f,AAPL,Buy,2025-02-09,2025-02-11,45.8,81.49,3732.24
txn_7f003508-24ed-4b80-ba3b-9ec53c45ba9b,acc_951896d0-111d-429a-bd78-ea331700297f,JPM,Buy,2025-04-25,2025-04-27,119.84,355.15,42561.18
txn_8e465d29-1a15-470c-b389-096f7eb7edcc,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2024-12-26,2024-12-28,0.0,0.0,-8490.85
txn_8a730822-25b0-4816-a80b-25f6121cfd79,acc_951896d0-111d-429a-bd78-ea331700297f,GOOGL,Sell,2025-04-16,2025-04-18,42.66,1086.97,-46370.14
txn_b5926b8e-83b5-46d7-8d6f-f5a4c0ca7f38,acc_951896d0-111d-429a-bd78-ea331700297f,V,Sell,2024-04-29,2024-05-01,15.44,922.84,-14248.65
txn_94b7b1af-e98f-4c5f-b6b8-708ea02039e0,acc_951896d0-111d-429a-bd78-ea331700297f,BRK-B,Sell,2024-09-15,2024-09-17,8.05,394.02,-3171.86
txn_f9cd9040-9be7-4112-8d31-fc392f533ffe,acc_951896d0-111d-429a-bd78-ea331700297f,,Deposit,2025-03-11,2025-03-13,0.0,0.0,4371.87
txn_a604717e-537e-4676-b3ff-736114218c03,acc_951896d0-111d-429a-bd78-ea331700297f,AAPL,Dividend,2024-08-18,2024-08-20,0.0,0.0,332.28
txn_d7062c09-7422-4724-8610-77ddcf3d0b39,acc_951896d0-111d-429a-bd78-ea331700297f,JPM,Dividend,2024-09-11,2024-09-13,0.0,0.0,590.09
txn_7c1c8f79-f417-4df7-ad7e-1428ff510b4d,acc_951896d0-111d-429a-bd78-ea331700297f,ETH-USD,Dividend,2024-07-11,2024-07-13,0.0,0.0,5.71
txn_331d60e8-c2f5-4e44-8bcd-ff8a73fe9769,acc_951896d0-111d-429a-bd78-ea331700297f,ETH-USD,Buy,2024-05-04,2024-05-06,3.39,1021.11,3461.56
txn_8462c5ed-7beb-40c9-8536-65be8a3de1ee,acc_951896d0-111d-429a-bd78-ea331700297f,ETH-USD,Dividend,2024-08-12,2024-08-14,0.0,0.0,29.2
txn_451a7590-e581-4489-89ae-e833c3ae7cf5,acc_951896d0-111d-429a-bd78-ea331700297f,ETH-USD,Dividend,2023-10-12,2023-10-14,0.0,0.0,14.89
txn_eb1772f0-efcd-44d4-a78b-e24ef26e3078,acc_951896d0-111d-429a-bd78-ea331700297f,V,Buy,2024-02-19,2024-02-21,18.96,930.8,17647.97
txn_46521c4e-b09e-4eaf-8b69-92a6eabc38d1,acc_951896d0-111d-429a-bd78-ea331700297f,GOOGL,Buy,2024-04-17,2024-04-19,47.99,1101.6,52865.78
txn_ebd5bc5b-5566-4c78-a657-2e3dafbc50f3,acc_951896d0-111d-429a-bd78-ea331700297f,AAPL,Buy,2025-01-05,2025-01-07,18.48,88.21,1630.12
txn_8d3c63db-f83e-4af5-940e-98ef487f9dc7,acc_951896d0-111d-429a-bd78-ea331700297f,JPM,Dividend,2025-03-28,2025-03-30,0.0,0.0,1205.45
txn_451f78a2-2602-41d9-8d2e-39f4bdfd911f,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2023-11-13,2023-11-15,0.0,0.0,-8071.4
txn_f493341e-78c0-4205-a202-f20d6db1cdb4,acc_951896d0-111d-429a-bd78-ea331700297f,AAPL,Dividend,2025-05-27,2025-05-29,0.0,0.0,544.4
txn_c43b4bca-25d5-48d0-9496-d61250eefeae,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2024-12-11,2024-12-13,0.0,0.0,-9176.45
txn_fab73ecf-d127-499b-8017-c4390f45103e,acc_951896d0-111d-429a-bd78-ea331700297f,MSFT,Sell,2025-06-15,2025-06-17,20.66,92.46,-1910.22
txn_a8e22383-fc70-45a9-95c8-4ed7f345cf76,acc_951896d0-111d-429a-bd78-ea331700297f,ETH-USD,Sell,2025-01-26,2025-01-28,3.06,1088.3,-3330.2
txn_8130e903-00ac-46f5-b21d-7a608277e860,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2024-07-12,2024-07-14,0.0,0.0,-2024.49
txn_5ced2e61-3dcd-4f50-b338-b3920518b743,acc_951896d0-111d-429a-bd78-ea331700297f,MSFT,Buy,2025-03-16,2025-03-18,4.19,101.63,425.83
txn_17947b54-d572-47e0-a08a-57c43d985b15,acc_951896d0-111d-429a-bd78-ea331700297f,GOOGL,Buy,2025-03-04,2025-03-06,25.04,1053.4,26377.14
txn_57692a68-d4d1-4a80-afa0-276723e263d1,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2023-12-12,2023-12-14,0.0,0.0,-1472.93
txn_7ac22544-15fd-437c-ba9d-3884a2cde358,acc_951896d0-111d-429a-bd78-ea331700297f,MSFT,Sell,2024-07-08,2024-07-10,28.79,96.83,-2787.74
txn_954475fe-dc40-4b0f-a8db-522d91b260aa,acc_951896d0-111d-429a-bd78-ea331700297f,AAPL,Buy,2024-04-03,2024-04-05,8.28,85.21,705.54
txn_2505e754-13f3-4605-bfa1-e8a152f7b622,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2025-06-16,2025-06-18,0.0,0.0,-4646.98
txn_4a9426b3-982f-4848-a2b0-51fe0799c023,acc_951896d0-111d-429a-bd78-ea331700297f,,Deposit,2025-03-07,2025-03-09,0.0,0.0,6897.03
txn_b00e76bb-ede9-42c3-829c-bd58bfae896b,acc_951896d0-111d-429a-bd78-ea331700297f,JPM,Dividend,2024-08-29,2024-08-31,0.0,0.0,1108.89
txn_5b76761f-969a-41fd-8035-4eb75f83bdd1,acc_951896d0-111d-429a-bd78-ea331700297f,V,Dividend,2024-04-03,2024-04-05,0.0,0.0,31.49
txn_9aa4ed43-49b4-4657-a3e2-15fa5bab2d03,acc_951896d0-111d-429a-bd78-ea331700297f,BRK-B,Sell,2024-10-06,2024-10-08,41.43,354.66,-14693.56
txn_3ffc32ba-a869-474d-9238-9dff7eda33e3,acc_951896d0-111d-429a-bd78-ea331700297f,,Withdrawal,2023-11-30,2023-12-02,0.0,0.0,-9739.18
txn_a4271ab7-a007-4599-b021-0c8a1cf7bde1,acc_951896d0-111d-429a-bd78-ea331700297f,BRK-B,Sell,2023-12-31,2024-01-02,91.58,413.12,-37833.53
txn_d2b3f966-8ffa-42a2-8dca-2edd1804b861,acc_951896d0-111d-429a-bd78-ea331700297f,JPM,Buy,2025-04-06,2025-04-08,33.99,301.34,10242.55
txn_f96f24a3-dc09-4027-8674-0721a3943f20,acc_951896d0-111d-429a-bd78-ea331700297f,BRK-B,Dividend,2024-04-02,2024-04-04,0.0,0.0,729.04
txn_9cad1140-5f7f-4471-8f0f-0ecf69a9813c,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Deposit,2024-11-30,2024-12-02,0.0,0.0,8303.44
txn_e2be6fe1-fe9d-4508-a1d2-738d3d32f761,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,V,Dividend,2025-01-15,2025-01-17,0.0,0.0,164.35
txn_a11f81e4-fe74-4512-91b1-ed0e229f4dc9,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Deposit,2023-08-14,2023-08-16,0.0,0.0,5309.41
txn_efdc12be-f8a1-42ce-87d5-e381bd3e1980,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,ETH-USD,Sell,2023-09-26,2023-09-28,3.26,374.56,-1221.07
txn_f4b46bc8-c31c-4d0a-bab3-5404dcbd0b1e,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,ETH-USD,Sell,2024-08-17,2024-08-19,2.99,356.34,-1065.46
txn_d014361e-aa9e-4784-911c-2a3285994cef,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Withdrawal,2023-10-31,2023-11-02,0.0,0.0,-2000.57
txn_d38341cd-d6b6-46e0-96a5-20b0522798dc,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,JPM,Dividend,2024-02-08,2024-02-10,0.0,0.0,105.1
txn_2b3dce55-6c61-4040-9c49-2c1f384ae7a9,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,AGG,Sell,2023-08-12,2023-08-14,43.43,196.63,-8539.64
txn_18d40974-b690-499b-a376-873cf2cd308e,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,ETH-USD,Sell,2025-03-22,2025-03-24,1.24,359.71,-446.04
txn_b984e4e0-dc15-4621-9538-30d73e6414de,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,AGG,Sell,2024-06-05,2024-06-07,13.35,196.53,-2623.68
txn_b262b2ff-d719-4329-be1b-fc8740a1e15f,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,V,Buy,2025-05-03,2025-05-05,59.5,698.64,41569.08
txn_042c20fe-e6c4-411a-8ff2-845060bc49a3,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Withdrawal,2025-01-29,2025-01-31,0.0,0.0,-8685.44
txn_45ea2a86-425f-4b13-a280-783d87bc8f98,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,ETH-USD,Buy,2024-09-22,2024-09-24,1.61,357.29,575.24
txn_2da0de61-aed0-4a2c-8baa-17e0b1c9e504,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,AGG,Sell,2025-03-04,2025-03-06,26.92,193.56,-5210.64
txn_59a74427-30da-4fa1-b1fb-9b29bb6fc9ec,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Withdrawal,2025-04-05,2025-04-07,0.0,0.0,-4622.75
txn_a26a8536-848b-4ac7-9fea-b23103d41d10,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,TSLA,Sell,2023-08-24,2023-08-26,2.65,931.37,-2468.13
txn_c08cb2c3-3451-4c88-87d4-ebb4eeb690d7,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,AGG,Dividend,2023-05-22,2023-05-24,0.0,0.0,66.19
txn_43c08846-2a8a-4282-be1d-19ea5a380ac3,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,AGG,Dividend,2024-10-02,2024-10-04,0.0,0.0,708.83
txn_910a7c60-8521-422f-9a4e-47763854c334,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,V,Buy,2023-05-25,2023-05-27,7.62,728.78,5553.3
txn_85842f72-a3ea-4921-b229-7e643b22ec09,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Deposit,2023-11-08,2023-11-10,0.0,0.0,9175.81
txn_639b6628-4817-4e84-b7bb-1c7a16832236,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,TSLA,Sell,2023-07-15,2023-07-17,4.97,972.1,-4831.34
txn_ddea8724-d128-4874-838f-15649cedc2ee,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Deposit,2025-04-09,2025-04-11,0.0,0.0,9296.07
txn_f894ab28-1176-4a3a-ab62-45b9e574a821,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Deposit,2024-01-06,2024-01-08,0.0,0.0,5776.62
txn_04de4db7-2a60-4c47-9b09-bd81d9219459,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,JPM,Buy,2024-06-07,2024-06-09,21.01,941.84,19788.06
txn_1d6b5d07-4d9a-4c2b-baa4-ffa8919e3b4b,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,AGG,Dividend,2024-08-03,2024-08-05,0.0,0.0,117.54
txn_dae45204-9b28-4655-9c7b-1467fe8944f3,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,ETH-USD,Dividend,2024-08-19,2024-08-21,0.0,0.0,19.45
txn_e3a5d1fe-e538-4aaa-ac32-969c18323594,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Withdrawal,2025-05-14,2025-05-16,0.0,0.0,-9611.69
txn_8e268694-daa3-4556-be3e-65464dfa7226,acc_86795dbb-f6fd-485a-ab0b-0c732d223080,,Deposit,2023-05-03,2023-05-05,0.0,0.0,1318.19
txn_ed2db0e2-95a7-4ded-be10-73daaf08c5f8,acc_bcabe849-fee6-4a45-aa90-be078a2c3bb7,JPM,Buy,2024-02-02,2024-02-04,1.07,931.03,996.2
txn_a33f2842-bb94-46a9-a354-7658731dbe28,acc_bcabe849-fee6-4a45-aa90-be078a2c3bb7,NVDA,Dividend,2024-12-12,2024-12-14,0.0,0.0,107.95
